gvkey,tic,conm,cik,investingfirmname,vcid,gvkey1,gvkey2,fracLate,meanValue,meanSolo,topStage,topValue,topSolo
133366,"EW","EDWARDS LIFESCIENCES CORP","0001099800","Edwards Lifesciences",68180,133366,,1,70.6,0,0,1,0
133366,"EW","EDWARDS LIFESCIENCES CORP","0001099800","Edwards Lifesciences",68180,133366,,1,70,0,0,1,0
133366,"EW","EDWARDS LIFESCIENCES CORP","0001099800","Edwards Lifesciences",68180,133366,,1,,0,0,,0
133366,"EW","EDWARDS LIFESCIENCES CORP","0001099800","Edwards Lifesciences",68180,133366,,0,,0,0,,0
,"eggs","","","Egghead Discount Software",68241,,,0,4.2,0,0,0,0
,"eln","","","Elan Corp. PLC",68355,,,1,85.44,.5,0,1,1
,"eln","","","Elan Corp. PLC",68355,,,1,153.45,0,1,1,0
,"eln","","","Elan Corp. PLC",68355,,,1,70.45,0,0,1,0
,"eln","","","Elan Corp. PLC",68355,,,0,,1,0,,1
,"eln","","","Elan Corp. PLC",68355,,,1,75,0,1,1,0
,"eln","","","Elan Corp. PLC",68355,,,1,,0,0,,0
,"eln","","","Elan Corp. PLC",68355,,,.5,90.33334,.8,0,0,1
,"eln","","","Elan Corp. PLC",68355,,,1,,0,0,,0
,"eln","","","Elan Corp. PLC",68355,,,1,,0,0,,0
,"eln","","","Elan Corp. PLC",68355,,,.3333333,43.76667,.8333333,0,0,1
,"eln","","","Elan Corp. PLC",68355,,,.6666667,113.8,1,0,1,1
,"eln","","","Elan Corp. PLC",68355,,,1,64.4,1,1,1,1
,"esio","","","Electro Scientific Industries",68405,,,1,93,0,0,1,0
,"esio","","","Electro Scientific Industries",68405,,,1,60.64,0,0,0,0
,"esio","","","Electro Scientific Industries",68405,,,1,83.4,0,1,0,0
,"esio","","","Electro Scientific Industries",68405,,,1,108.41,0,0,1,0
16721,"EA","ELECTRONIC ARTS INC","0000712515","Electronic Arts",68417,,,1,70,0,1,1,0
16721,"EA","ELECTRONIC ARTS INC","0000712515","Electronic Arts",68417,,,1,,0,1,,0
5074,"EDS.","ELECTRONIC DATA SYSTEMS CORP","0001007456","Electronic Data Systems",68420,5074,,0,7.2,0,0,0,0
5074,"EDS.","ELECTRONIC DATA SYSTEMS CORP","0001007456","Electronic Data Systems",68420,5074,,1,10,1,0,0,1
5074,"EDS.","ELECTRONIC DATA SYSTEMS CORP","0001007456","Electronic Data Systems",68420,5074,,1,77.5,0,1,1,0
5074,"EDS.","ELECTRONIC DATA SYSTEMS CORP","0001007456","Electronic Data Systems",68420,5074,,0,,0,0,,0
5074,"EDS.","ELECTRONIC DATA SYSTEMS CORP","0001007456","Electronic Data Systems",68420,5074,,0,,0,0,,0
,"lly","","","Eli Lilly & Co.",68474,,,.75,65.5,.5,0,1,1
,"lly","","","Eli Lilly & Co.",68474,,,.25,54,0,0,0,0
,"lly","","","Eli Lilly & Co.",68474,,,.3333333,148.54,0,0,1,0
,"lly","","","Eli Lilly & Co.",68474,,,1,,1,0,,1
,"lly","","","Eli Lilly & Co.",68474,,,1,17.91,0,1,0,0
,"lly","","","Eli Lilly & Co.",68474,,,1,65.65,0,0,1,0
,"lly","","","Eli Lilly & Co.",68474,,,1,147.4,0,1,1,0
,"lly","","","Eli Lilly & Co.",68474,,,0,175.67,0,0,1,0
,"lly","","","Eli Lilly & Co.",68474,,,0,22.4,0,0,0,0
,"lly","","","Eli Lilly & Co.",68474,,,0,14.75,0,0,0,0
,"lly","","","Eli Lilly & Co.",68474,,,1,,1,0,,1
,"lly","","","Eli Lilly & Co.",68474,,,0,3,0,0,0,0
,"lly","","","Eli Lilly & Co.",68474,,,1,,1,1,,1
,"lly","","","Eli Lilly & Co.",68474,,,1,,0,0,,0
,"lly","","","Eli Lilly & Co.",68474,,,1,73.33334,.6666667,0,1,1
,"lly","","","Eli Lilly & Co.",68474,,,1,20.5,0,0,0,0
,"lly","","","Eli Lilly & Co.",68474,,,.8,184.25,.4,1,1,1
,"lly","","","Eli Lilly & Co.",68474,,,1,97.5,.5,1,1,1
,"lly","","","Eli Lilly & Co.",68474,,,1,,1,0,,1
,"lly","","","Eli Lilly & Co.",68474,,,0,14.63,0,0,0,0
134447,"EMBT.","EMBARCADERO TECHNOLOGIES INC","0001107112","Embarcadero Technologies Inc.",68584,134447,,0,5,0,0,0,0
,"emc","","","EMC Corporation",68603,,,0,,0,0,,0
,"emc","","","EMC Corporation",68603,,,1,914.23,0,1,1,0
,"emc","","","EMC Corporation",68603,,,1,,0,0,,0
,"emc","","","EMC Corporation",68603,,,0,6,0,0,0,0
,"emc","","","EMC Corporation",68603,,,0,,0,0,,0
,"emc","","","EMC Corporation",68603,,,0,,0,0,,0
,"emc","","","EMC Corporation",68603,,,1,52,0,0,0,0
,"emc","","","EMC Corporation",68603,,,.8333333,51.726,.1666667,1,0,1
,"emc","","","EMC Corporation",68603,,,.6666667,18.25,0,0,0,0
,"emc","","","EMC Corporation",68603,,,0,,0,0,,0
,"emc","","","EMC Corporation",68603,,,.4736842,124.37,0,0,0,0
,"emc","","","EMC Corporation",68603,,,.6,46.7975,0,0,0,0
,"emc","","","EMC Corporation",68603,,,0,55,0,0,1,0
,"emc","","","EMC Corporation",68603,,,1,2800,0,1,1,0
,"emc","","","EMC Corporation",68603,,,.5,38,0,0,1,0
,"emc","","","EMC Corporation",68603,,,1,163.18,0,1,1,0
,"emc","","","EMC Corporation",68603,,,.75,52.5,0,1,0,0
,"emc","","","EMC Corporation",68603,,,0,,0,0,,0
,"dctm","","","EMC Software",68604,,,0,71.6,0,0,0,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,14.2,0,1,0,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,129.14,0,0,1,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,0,9.14,0,0,0,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,.5,195.18,0,0,1,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,79.53,0,1,0,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,211.18,0,0,1,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,,0,0,,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,0,6.1,0,0,0,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,,0,1,,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,104.9,0,1,1,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,37.35,0,1,0,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,23.12,0,1,0,0
4321,"EMR","EMERSON ELECTRIC CO","0000032604","Emerson Electric Co.",68650,4321,,1,,0,0,,0
4340,"ELX","EMULEX CORP","0000350917","Emulex",68724,4340,,1,,0,0,,0
62200,"ENDO.1","ENDOCARE INC","0001003464","Endocare",68792,62200,,0,5.4,0,0,0,0
62200,"ENDO.1","ENDOCARE INC","0001003464","Endocare",68792,62200,,0,10.3,0,0,0,0
62200,"ENDO.1","ENDOCARE INC","0001003464","Endocare",68792,62200,,1,4.5,0,0,0,0
177256,"ENOC","ENERNOC INC","0001244937","EnerNOC",68862,177256,,0,,1,0,,1
177256,"ENOC","ENERNOC INC","0001244937","EnerNOC",68862,177256,,0,,1,0,,1
122137,"ENGA.","ENGAGE INC","0001084573","Engage",68881,122137,,0,,0,0,,0
,"ene","","","Enron North America",68947,,,.5714286,84.6,.1428571,0,1,1
,"ene","","","Enron North America",68947,,,1,,1,0,,1
,"ene","","","Enron North America",68947,,,.5,197.895,0,0,1,0
,"ene","","","Enron North America",68947,,,.6666667,85.075,0,1,1,0
,"ene","","","Enron North America",68947,,,.5357143,193.6732,0,1,1,0
7366,"ETR","ENTERGY CORP","0000065984","Entergy",68985,7366,,0,,0,0,,0
7366,"ETR","ENTERGY CORP","0000065984","Entergy",68985,7366,,1,,0,1,,0
178943,"ENTR.1","ENTROPIC COMMUNICATIONS INC","0001227930","Entropic Communications",69055,178943,,1,80.5,0,0,1,0
113609,"ENTU","ENTRUST INC","0001031283","Entrust Inc.",69058,,,.3333333,27.1,.3333333,0,0,1
4423,"EFX","EQUIFAX INC","0000033185","Equifax",69291,4423,,0,,0,0,,0
4423,"EFX","EQUIFAX INC","0000033185","Equifax",69291,4423,,0,,1,0,,1
65048,"EOP","EQUITY OFFICE PROPERTIES TR","0001038339","Equity Office Properties Trust",69330,,,1,245,0,1,1,0
65048,"EOP","EQUITY OFFICE PROPERTIES TR","0001038339","Equity Office Properties Trust",69330,,,1,435.9,0,1,1,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,1,30,1,1,0,1
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,1,181,0,1,1,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,1,,0,0,,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.6,150.4,0,0,1,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,1,249,.3333333,1,1,1
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.5,534,1,0,1,1
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.5,154.75,0,0,1,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.5,38.85,0,0,0,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.5,306.4,0,0,1,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.5,49.23,0,0,0,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.5,,0,0,,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Ericsson",69369,,,.5,393.795,0,0,1,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Eastven Venture Partners",69372,,,.3333333,60.44,0,0,0,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Eastven Venture Partners",69372,,,1,,0,0,,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Eastven Venture Partners",69372,,,1,48.13,0,0,0,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Eastven Venture Partners",69372,,,.5,,0,0,,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Eastven Venture Partners",69372,,,0,20,0,0,0,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Eastven Venture Partners",69372,,,1,60.58,0,0,1,0
4439,"ERIC","TELEFONAKTIEBOLAGET LM ERICS","0000717826","Eastven Venture Partners",69372,,,1,,0,0,,0
,"evvv","","","ev3 Endovascular Inc.",69730,,,1,82,0,0,1,0
,"mahn","","","Evant",69740,,,0,38.7,0,0,0,0
,"mahn","","","Evant",69740,,,0,6.14,0,0,0,0
,"exbt","","","Exabyte",69872,,,0,19.5,.5,0,0,1
,"exbt","","","Exabyte",69872,,,1,27.7,0,1,0,0
141277,"EXAS","EXACT SCIENCES CORP","0001124140","EXACT Sciences Corp.",69875,141277,,0,,0,0,,0
4476,"EXAR","EXAR CORP","0000753568","Exar",69898,4476,,1,250,0,1,1,0
4476,"EXAR","EXAR CORP","0000753568","Exar",69898,4476,,1,,0,1,,0
62593,"XCIT","EXCITE INC","0001007297","Excite",69940,62593,,0,23.3,0,0,0,0
,"athm","","","Excite@Home",69941,,,.5,57.33333,0,0,0,0
,"athm","","","Excite@Home",69941,,,.7777778,195.2578,0,1,1,0
,"athm","","","Excite@Home",69941,,,1,27.4,0,1,0,0
106368,"3EXDSQ","EXODUS COMMUNICATIONS INC","","Exodus Communications",70001,,,.5,268.3333,0,0,1,0
106368,"3EXDSQ","EXODUS COMMUNICATIONS INC","","Exodus Communications",70001,,,.5,147.8,0,0,1,0
119574,"EXTR","EXTREME NETWORKS INC","0001078271","Extreme Networks",70140,119574,,1,,0,1,,0
119574,"EXTR","EXTREME NETWORKS INC","0001078271","Extreme Networks",70140,119574,,.5,800,0,0,1,0
170617,"FB","FACEBOOK INC","0001326801","Facebook Inc.",70251,170617,,0,,0,0,,0
170617,"FB","FACEBOOK INC","0001326801","Facebook Inc.",70251,170617,,0,,1,0,,1
170617,"FB","FACEBOOK INC","0001326801","Facebook Inc.",70251,170617,,1,20.5,.5,0,0,1
170617,"FB","FACEBOOK INC","0001326801","Facebook Inc.",70251,170617,,0,,0,0,,0
170617,"FB","FACEBOOK INC","0001326801","Facebook Inc.",70251,170617,,0,3.86,0,0,0,0
170617,"FB","FACEBOOK INC","0001326801","Facebook Inc.",70251,170617,,0,,1,0,,1
,"fvh","","","Fahnestock Viner",70276,,,0,10.9,0,0,0,0
,"fcs","","","Fairchild Semiconductor",70284,,,.6666667,424.055,.3333333,1,1,1
,"fcs","","","Fairchild Semiconductor",70284,,,1,60.18,0,1,0,0
4598,"FDX","FEDEX CORP","0001048911","FDX Corporation",70488,,,1,51.45,0,1,1,0
4598,"FDX","FEDEX CORP","0001048911","FDX Corporation",70488,,,.6666667,118.875,0,0,1,0
126417,"FNSR","FINISAR CORP","0001094739","Finisar",70766,126417,,.3333333,147,0,0,1,0
126417,"FNSR","FINISAR CORP","0001094739","Finisar",70766,126417,,1,,0,0,,0
18487,"FEYE","FIREEYE INC","0001370880","FireEye Inc.",70806,18487,,0,85,0,0,0,0
18487,"FEYE","FIREEYE INC","0001370880","FireEye Inc.",70806,18487,,0,20,0,0,0,0
66455,"FCGI","FIRST CONSULTING GROUP INC","0001049758","First Consulting Group",70873,66455,,1,50,0,1,0,0
66455,"FCGI","FIRST CONSULTING GROUP INC","0001049758","First Consulting Group",70873,66455,,1,75,0,1,0,0
66455,"FCGI","FIRST CONSULTING GROUP INC","0001049758","First Consulting Group",70873,66455,,0,23.6,0,0,0,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,.4,80.56667,0,0,0,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,89.77,0,0,1,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,118,0,1,1,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,.6666667,,0,1,,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,183.96,0,1,1,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,98,0,0,1,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,.5,26.8,0,0,0,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,91.33,0,1,0,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,,0,0,,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,,0,0,,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,.5,151.5,0,0,1,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,,0,0,,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,0,53.57,0,0,0,0
25157,"FDC","FIRST DATA CORP","0000883980","First Data Corp.",70877,,,1,43.5,0,1,0,0
12635,"FISV","FISERV INC","0000798354","Fiserv",71017,12635,,0,430,0,0,1,0
12635,"FISV","FISERV INC","0000798354","Fiserv",71017,12635,,1,150,0,1,1,0
,"fsh","","","Fisher Scientific International",71025,,,0,,0,0,,0
184700,"FLT","FLEETCOR TECHNOLOGIES INC","0001175454","FleetCor Technologies Inc.",71112,184700,,1,1000,0,0,1,0
184700,"FLT","FLEETCOR TECHNOLOGIES INC","0001175454","FleetCor Technologies Inc.",71112,184700,,1,,1,1,,1
,"flex","","","Flextronics International Ltd.",71152,,,0,15.25,0,0,0,0
,"flex","","","Flextronics International Ltd.",71152,,,1,,0,1,,0
,"flex","","","Flextronics International Ltd.",71152,,,1,58.5,0,0,1,0
,"flex","","","Flextronics International Ltd.",71152,,,1,450,0,1,1,0
,"flex","","","Flextronics International Ltd.",71152,,,0,,0,0,,0
,"flex","","","Flextronics International Ltd.",71152,,,.5,83.05,0,0,0,0
,"flex","","","Flextronics International Ltd.",71152,,,0,,1,0,,1
,"flex","","","Flextronics International Ltd.",71152,,,.5,20.71,0,0,0,0
,"flex","","","Flextronics International Ltd.",71152,,,0,142.3,.5,0,1,1
,"flex","","","Flextronics International Ltd.",71152,,,.5,35.64,0,0,0,0
,"flex","","","Flextronics International Ltd.",71152,,,.5,318.305,.25,0,1,1
,"flex","","","Flextronics International Ltd.",71152,,,.5,83.47,0,0,0,0
,"flex","","","Flextronics International Ltd.",71152,,,1,84.09,0,1,1,0
28477,"FLIR","FLIR SYSTEMS INC","0000354908","FLIR Systems",71164,28477,,0,15.8,0,0,0,0
28477,"FLIR","FLIR SYSTEMS INC","0000354908","FLIR Systems",71164,28477,,0,,0,0,,0
28477,"FLIR","FLIR SYSTEMS INC","0000354908","FLIR Systems",71164,28477,,0,,1,0,,1
28477,"FLIR","FLIR SYSTEMS INC","0000354908","FLIR Systems",71164,28477,,1,10.9,0,0,0,0
28477,"FLIR","FLIR SYSTEMS INC","0000354908","FLIR Systems",71164,28477,,1,95.69,0,0,1,0
28477,"FLIR","FLIR SYSTEMS INC","0000354908","FLIR Systems",71164,28477,,1,,0,0,,0
28477,"FLIR","FLIR SYSTEMS INC","0000354908","FLIR Systems",71164,28477,,1,46.5,0,0,0,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,30,0,0,0,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,37,0,0,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,.8181818,205.863,.3636364,1,1,1
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,33,0,1,0,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,,.25,0,,1
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,30,0,0,0,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,172.6,0,0,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,.6666667,1424.55,0,1,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,32,0,0,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,.6666667,64.15667,0,1,0,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,.6,126.3725,0,0,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,.3333333,65,.6666667,0,0,1
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,155,0,1,0,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,145,0,0,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,177.5,0,0,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,.5,53.75,0,0,1,0
4839,"F","FORD MOTOR CO","0000037996","Ford Motor Co.",71359,,,1,,0,0,,0
64061,"FORR","FORRESTER RESEARCH INC","0001023313","Forrester Research Inc.",71418,64061,,0,140,0,0,1,0
183377,"FTNT","FORTINET INC","0001262039","Fortinet Inc. ",71449,183377,,1,30,0,1,0,0
183377,"FTNT","FORTINET INC","0001262039","Fortinet Inc. ",71449,183377,,1,250,0,0,1,0
183377,"FTNT","FORTINET INC","0001262039","Fortinet Inc. ",71449,183377,,1,240,0,1,1,0
183377,"FTNT","FORTINET INC","0001262039","Fortinet Inc. ",71449,183377,,1,106.57,0,1,1,0
161073,"FOXH","FOXHOLLOW TECHNOLOGIES INC","0001217688","FoxHollow Technologies",71554,161073,,1,,0,0,,0
,"fsl","","","Freescale Semiconductor Holdings Ltd.",71664,,,1,71,0,0,0,0
,"fsl","","","Freescale Semiconductor Holdings Ltd.",71664,,,1,47.38,0,0,1,0
,"fsl","","","Freescale Semiconductor Holdings Ltd.",71664,,,0,,0,0,,0
,"fsl","","","Freescale Semiconductor Holdings Ltd.",71664,,,1,82.56,0,0,1,0
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,0,60,1,0,1,1
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,1,391.54,0,0,1,0
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,0,28.8,0,0,0,0
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,0,,1,0,,1
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,1,220,0,1,1,0
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,1,23,0,0,0,0
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,0,,.5,0,,1
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,0,15.5,0,0,0,0
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,1,,1,0,,1
18467,"FJTSY","FUJITSU LTD","0000039341","Fujitsu",71844,,,1,187.23,.5,1,1,1
65167,"GALT.","GALILEO TECHNOLOGY LTD","0001041840","Galileo Technology",72061,,,1,114,0,1,0,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,70.58,0,0,0,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,222,0,0,1,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,0,119.5,.3333333,0,1,1
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,84,0,1,1,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,54.89,0,0,0,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,.5,58,.5,0,0,1
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,0,,0,0,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,0,,0,0,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,0,157.2,0,0,1,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,,0,1,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,.6666667,72,.3333333,0,1,1
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,117,0,0,1,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,0,11.85,0,0,0,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,.2222222,95.75,.2222222,0,0,1
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,.5,15.18,0,0,0,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,,0,0,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,,0,0,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,0,,0,0,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,145,0,0,1,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,,0,1,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,1,,0,0,,0
19574,"GCI","GANNETT CO INC","0001579684","Gannett Co. Inc.",72138,19574,,0,,0,0,,0
12441,"IT","GARTNER INC","0000749251","Gartner Inc.",72169,,,1,,1,1,,1
12441,"IT","GARTNER INC","0000749251","Gartner Inc.",72169,,,1,35.8,0,1,0,0
12441,"IT","GARTNER INC","0000749251","Gartner Inc.",72169,,,0,110.3,0,0,1,0
,"ge","","","GE Healthcare",72255,,,.6666667,25.5,0,0,0,0
,"ge","","","GE Healthcare",72255,,,1,93,1,1,0,1
,"ge","","","GE Healthcare",72255,,,0,,0,0,,0
,"ge","","","GE Healthcare",72255,,,.5,62.5,.75,0,0,1
,"ge","","","GE Healthcare",72255,,,1,214.66,0,0,1,0
,"ge","","","GE Healthcare",72255,,,0,,0,0,,0
,"ge","","","GE Healthcare",72255,,,1,,.6666667,0,,1
,"ge","","","GE Healthcare",72255,,,0,,1,0,,1
,"ge","","","GE Healthcare",72255,,,1,84.9,0,0,1,0
,"ge","","","GE Healthcare",72255,,,.5,70.5,.5,0,0,1
,"ge","","","GE Healthcare",72255,,,1,80,0,0,1,0
,"ge","","","GE Healthcare",72255,,,1,,1,0,,1
,"gmst","","","Gemstar-TV Guide",72317,,,1,,0,1,,0
,"gmst","","","Gemstar-TV Guide",72317,,,1,21.33,0,0,0,0
,"gmst","","","Gemstar-TV Guide",72317,,,1,395.0325,0,1,1,0
14186,"GPRO.2","GEN-PROBE INC","0000820237","Gen-probe",72322,14186,,0,8.5,0,0,0,0
14186,"GPRO.2","GEN-PROBE INC","0000820237","Gen-probe",72322,14186,,0,40,0,0,0,0
14186,"GPRO.2","GEN-PROBE INC","0000820237","Gen-probe",72322,14186,,1,656.8,0,0,1,0
14186,"GPRO.2","GEN-PROBE INC","0000820237","Gen-probe",72322,14186,,0,116.83,0,0,1,0
14186,"GPRO.2","GEN-PROBE INC","0000820237","Gen-probe",72322,14186,,1,36,0,0,1,0
14186,"GPRO.2","GEN-PROBE INC","0000820237","Gen-probe",72322,14186,,1,35,1,0,0,1
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,1,196.07,0,0,1,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,0,21.8,0,0,0,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,1,52.2,1,1,1,1
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,1,58,1,0,1,1
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,0,,0,0,,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,1,144,0,1,1,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,.6666667,110.11,.3333333,0,1,1
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,1,43,0,1,1,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,1,,1,0,,1
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,1,11.3,1,0,0,1
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,.5,49.64,0,0,0,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,.25,,.25,0,,1
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,.5,54.815,0,0,1,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,0,.6,0,0,0,0
5020,"DNA","GENENTECH INC","0000318771","Genentech Inc.",72362,,,.5,38.22,.5,0,0,1
